ID,Age,Gender,Age Group,Category,PC Group,Ascent,Descent,Finish,PC,Year_Overall_Place,Year_Gender_Place,Year_Age_Place,Year_Category_Place,Year_Overall%,Year_Gender%,Year_Age%,Year_Category%,Year,OverallPlace_CS_AT,GenderPlace_CS_AT,AgePlace_CS_AT,CategoryPlace_CS_AT,Overall%_CS_AT,Gender%_CS_AT,Age%_CS_AT,Category%_CS_AT
5782,24,F,20-29,F20-29,0.585,83.6666666666667,60.5666666666667,144.233333333333,0.580078576380864,40,16,16,9,0.183673469387755,0.238095238095238,0.0588235294117647,0,2003,535,225,184,87,0.0679442508710801,0.107142857142857,0.0416666666666667,0.0645161290322581
9836,24,F,20-29,F20-29,0.585,65.3166666666667,46.3383333333333,111.655,0.584986491125939,23,8,15,6,0.520833333333333,0.619047619047619,0.285714285714286,0.4,2008,292,75,114,32,0.491289198606272,0.702380952380952,0.40625,0.655913978494624
2981,24,F,20-29,F20-29,0.585,60.5666666666667,42.55,103.116666666667,0.587360594795539,17,6,6,3,0.585365853658537,0.666666666666667,0.4,0.25,2007,195,30,88,16,0.660278745644599,0.876984126984127,0.541666666666667,0.827956989247312
1846,29,F,20-29,F20-29,0.595,81.6666666666667,55.25,136.916666666667,0.596469872185027,49,20,11,5,0.234375,0.375,0.0833333333333333,0.166666666666667,2016,497,196,172,77,0.134146341463415,0.222222222222222,0.104166666666667,0.172043010752688
8269,26,F,20-29,F20-29,0.595,82.8,56.3,139.1,0.595255212077642,47,17,15,10,0.113207547169811,0.19047619047619,0,0,2002,516,211,177,81,0.101045296167247,0.162698412698413,0.078125,0.129032258064516
3796,27,F,20-29,F20-29,0.595,81.6666666666667,54.5666666666667,136.233333333333,0.599461707854172,48,19,10,4,0.25,0.40625,0.166666666666667,0.333333333333333,2016,495,194,171,76,0.137630662020906,0.23015873015873,0.109375,0.182795698924731
9241,22,F,20-29,F20-29,0.595,79.5,54.1,133.6,0.595059880239521,41,13,13,8,0.226415094339623,0.380952380952381,0.133333333333333,0.2,2002,471,177,168,74,0.179442508710801,0.297619047619048,0.125,0.204301075268817
4260,29,F,20-29,F20-29,0.595,79.2,54.6916666666667,133.891666666667,0.591522997448186,48,20,20,9,0.142857142857143,0.259259259259259,0.130434782608696,0.25,2011,473,179,169,75,0.17595818815331,0.28968253968254,0.119791666666667,0.193548387096774
1166,22,F,20-29,F20-29,0.595,76.7,51.655,128.355,0.597561450664174,60,22,17,9,0.27710843373494,0.388888888888889,0.0555555555555556,0.1,2018,436,155,162,68,0.240418118466899,0.384920634920635,0.15625,0.268817204301075
8533,22,F,20-29,F20-29,0.595,74.8666666666667,51.5883333333333,126.455,0.592041964862336,31,15,15,7,0.24390243902439,0.285714285714286,0.166666666666667,0.3,2010,422,144,158,64,0.264808362369338,0.428571428571429,0.177083333333333,0.311827956989247
2990,23,F,20-29,F20-29,0.595,73.65,51.1166666666667,124.766666666667,0.590301896874165,35,9,10,5,0.339622641509434,0.571428571428571,0.333333333333333,0.5,2002,407,136,153,60,0.290940766550523,0.46031746031746,0.203125,0.354838709677419
1406,25,F,20-29,F20-29,0.595,73.0166666666667,49.7783333333333,122.795,0.594622473770648,60,20,13,6,0.361702127659574,0.523809523809524,0.1875,0.25,2019,390,127,145,54,0.320557491289199,0.496031746031746,0.244791666666667,0.419354838709677
